# 국립국어원의 외래어 표기법의 용례
# http://www.korean.go.kr/front/foreignSpell/foreignSpellList.do?mn_id=96
# https://www.data.go.kr/subMain.jsp?param=REFUQUAxNTAwMzkxMg==#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMm0xJEBecHVibGljRGF0YVBrPTE1MDAzOTEyJEBeYnJtQ2Q9T0MwMDA4JEBeZXhjZWxDb3VudD0wJEBeZG93bmxvYWRDb3VudD05MyRAXm9yZ0luZGV4PURBVEEkQF5za2lwUm93cz0wJEBebWF4Um93cz0xMA==
gahnite	가나이트
Damiani	다미아니
Damien de Veuster	다미앵
Daveluy	다블뤼
Dabit	다비
Darby	다비
David d'Angers	다비드당제
DASD	다스드
Dayan	다얀
Dayan Khan	다얀 칸
daonella	다오넬라
Dowden	다우든
Dow metal	다우메탈
Dowson	다우슨
down	다운
download	다운로드
downloading	다운로딩
down beat	다운비트
downsizing	다운사이징
down-swing	다운스윙
down jacket	다운재킷
down quark	다운쿼크
downtown	다운타운
down field	다운필드
Dowland	다울런드
Darwinism	다위니즘
Darwin	다윈
die	다이
dynamic RAM	다이내믹램
dynamic meter	다이내믹미터
dynamic	다이나믹
dynamite	다이너마이트
dynamo	다이너모
dynamometer	다이너모미터
dynamism	다이너미즘
dynatron	다이너트론
Dynel	다이넬
Daedalos	다이달로스
diver	다이버
diverter	다이버터
dive tackle	다이브태클
diving	다이빙
diving pass	다이빙패스
dice	다이스
Deissmann	다이스만
Dicey	다이시
diamond	다이아몬드
diamond game	다이아몬드게임
diamond ring	다이아몬드링
diamond bit	다이아몬드비트
diazinone	다이아지논
diazine	다이아진
dialysis	다이알리시스
Diana	다이애나
diametral pitch	다이애미트럴피치
diagram	다이어그램
diary	다이어리
diaspore	다이어스포어
diatonic	다이어토닉
diet	다이어트
diaphragm pump	다이어프램 펌프
diaphragm valve	다이어프램밸브
dial	다이얼
dial gauge	다이얼게이지
dialogue	다이얼로그
dial indicator	다이얼인디케이터
diode	다이오드
dioxine	다이옥신
die casting	다이캐스팅
dipole	다이폴
dipole antenna	다이폴안테나
dyne	다인
Dines	다인스
dilatancy	다일레이턴시
dime	다임
Daimler	다임러
Dakar	다카르
docudrama	다큐드라마
documentary	다큐멘터리
dark	다크
dark circle	다크 서클
dark blue	다크블루
dark stage	다크스테이지
dark studio	다크스튜디오
dark open	다크오픈
dark change	다크체인지
dark curtain	다크커튼
dark horse	다크호스
Dacia	다키아
dart	다트
Dart	다트
Daphne	다프네
Daphnis	다프니스
dahana	다하나
Dahomey	다호메이
doctor stop	닥터스톱
D'Annunzio	단눈치오
Danzig	단치히
Dante	단테
Daladier	달라디에
Dalai Lama	달라이라마
Dallapiccola	달라피콜라
d'Alembert	달랑베르
dollar	달러
dollar usance	달러 유전스
dollar box	달러박스
dollar-bill	달러빌
dollar shock	달러쇼크
Dallet	달레
Dali	달리
dahlia	달리아
Darlington	달링턴
Darlingtonia	달링토니아
Dalmatian	달마티안
Dahlmann	달만
Dalcroze	달크로즈
DAMN	담
Dam	담
d'Indy	당디
Danton	당통
damage	대미지
D'Avenant	대버넌트
davit	대빗
dash	대시
DASH	대시
dash pot	대시포트
dandy	댄디
dandyism	댄디즘
danburite	댄버라이트
dancer	댄서
dance	댄스
dance party	댄스파티
dance hall	댄스홀
dam	댐
damper	댐퍼
Dampier	댐피어
dugout	더그아웃
Douglas	더글러스
Dunedin	더니든
Dudley	더들리
Durham	더럼
dummy	더미
double	더블
double nelson	더블넬슨
double date	더블데이트
double dribble	더블드리블
double role	더블롤
double reed	더블리드
Dublin	더블린
Dublin system	더블린시스템
doublet	더블릿
double market	더블마켓
double bassoon	더블바순
double barrel	더블배럴
double bed	더블베드
double bass	더블베이스
double bogey	더블보기
double sharp	더블샤프
double sculls	더블스컬
double score	더블스코어
double stopping	더블스토핑
double stitch	더블스티치
double steal	더블스틸
double word	더블워드
WWW	더블유더블유더블유
WWF	더블유더블유에프
WBC	더블유비시
WBA	더블유비에이
WCC	더블유시시
WCL	더블유시엘
WCOTP	더블유시오티피
WCP	더블유시피
WIPO	더블유아이피오
WHO	더블유에이치오
WFC	더블유에프시
WFS	더블유에프에스
WFTU	더블유에프티유
WFP	더블유에프피
WMO	더블유엠오
WEU	더블유이유
WTO	더블유티오
WTO	더블유티오
WPI	더블유피아이
double exposure	더블익스포저
double collar	더블칼라
double cast	더블캐스트
double clutch	더블클러치
double click	더블클릭
double tracking	더블트래킹
double foul	더블파울
double punch	더블펀치
double fault	더블폴트
double printing	더블프린팅
double flat	더블플랫
double play	더블플레이
double plot	더블플롯
doubleheader	더블헤더
double helical gear	더블헬리컬기어
Derby	더비
Derby tie	더비타이
dubbing	더빙
dubbing machine	더빙머신
Dust Bowl	더스트볼
dust stop	더스트스톱
Dos Passos	더스패서스
Dutch wife	더치와이프
Dutch coffee	더치커피
Dutch pessary	더치페서리
ducking	더킹
dirt course	더트코스
duff	더프
duffle	더플
duffle coat	더플코트
duck pins	덕핀스
Donne	던
Dundee	던디
Dunlop	던롭
Dunsany	던세이니
Duns Scotus	던스스코터스
Dunstable	던스터블
Dulles	덜레스
Duluth	덜루스
dulcimer	덜시머
dumbwaiter	덤웨이터
dumper	덤퍼
dump	덤프
Dumfries	덤프리스
dump car	덤프카
dump truck	덤프트럭
dumping	덤핑
Duncan	덩컨
dunk shoot	덩크슛
De Gasperi	데가스페리
Denebola	데네볼라
Deneb	데네브
Dennecker	데네커
Denny	데니
denier	데니어
denim	데님
Dedekind	데데킨트
dead	데드
dead cross	데드 크로스
dead dive	데드다이브
deadline	데드라인
dead rent	데드렌트
dead lift	데드리프트
dead ball	데드볼
dead-ball line	데드볼라인
dead space	데드스페이스
dead-end generation	데드엔드제너레이션
dead weight	데드웨이트
dead zone	데드존
dead copy	데드카피
dead point	데드포인트
dead hit	데드히트
De la Mare	데라메어
derris	데리스
derrick	데릭
demagogue	데마고그
demagogy	데마고기
demagogism	데마고기즘
Demeter	데메테르
Dehmel	데멜
demo	데모
Demosthenes	데모스테네스
democracy	데모크라시
Democritos	데모크리토스
demo program	데모프로그램
Desmoulins	데물랭
Demian	데미안
Deminform	데민포름
De Mille	데밀
Cecil Blount	세실 블런트
Deva	데바
Devadatta	데바닷타
Devonshire	데번셔
Debs	데브스
devitroceramics	데비트로세라믹스
De Sanctis	데상크티스
Deschamps	데샹
Desnos	데스노스
death mask	데스마스크
desmosome	데스모솜
desmostylus	데스모스틸루스
desmoceras	데스모케라스
desmopressin	데스모프레신
Death Valley	데스밸리
death education	데스에듀케이션
descant	데스캔트
desk	데스크
desktop	데스크톱
desktop computer	데스크톱컴퓨터
Destutt de Tracy	데스튀트 드트라시
Despiau	데스피오
decigram	데시그램
deciliter	데시리터
decimeter	데시미터
decibel	데시벨
deciare	데시아르
De Sica	데시카
Vittorio	비토리오
desiccator	데시케이터
desipramine	데시프라민
De Amicis	데아미치스
Deucalion	데우칼리온
day	데이
day wear	데이 웨어
day trader	데이 트레이더
day trading	데이 트레이딩
Dana	데이나
James Dwight	제임스 드와이트
Day Lewis	데이루이스
Deimos	데이모스
Davy	데이비
David Copperfield	데이비드 코퍼필드
Davy lamp	데이비램프
Davis	데이비스
Davis Cup	데이비스컵
Davisson	데이비슨
daisy	데이지
daycare	데이케어
Dacron	데이크론
data	데이터
data register	데이터레지스터
data model	데이터모델
data bank	데이터뱅크
data bus	데이터버스
data base	데이터베이스
database service	데이터베이스서비스
data telephone	데이터텔레폰
data file	데이터파일
dataphone	데이터폰
data flow machine	데이터플로머신
Dayton	데이턴
date	데이트
Dale	데일
daily spread	데일리스프레드
Desargue	데자르그
deca	데카
decagram	데카그램
decaracket	데카라켓
decare	데카르
Descartes	데카르트
decaliter	데카리터
Decameron	데카메론
decameter	데카미터
decatron	데카트론
decane	데칸
decalogue	데칼로그
Decalin	데칼린
decoration	데커레이션
declamation	데클러메이션
detonation	데토네이션
DEFCON	데프콘
deck	덱
deck shoes	덱 슈즈
deck golf	덱골프
deck billiard	덱빌리어드
dexamethasone	덱사메타손
dextran	덱스트란
dextrin	덱스트린
dendrobium	덴드로븀
Denmark	덴마크
Denver	덴버
densitometer	덴시토미터
Dell	델
delaware	델라웨어
Delaware	델라웨어
Deledda	델레다
Delilah	델릴라
del Monaco	델모나코
delta	델타
delta metal	델타메탈
Delphi	델피
delphinine	델피닌
Dogger Bank	도거뱅크
dog-leg	도그레그
dogma	도그마
Donatello	도나텔로
Donatus	도나투스
donor	도너
doughnut	도넛
Donnay	도네
Donizetti	도니체티
Daudet	도데
dodo	도도
Paul Gustave	폴 귀스타브
Dornier	도르니에
Dorie	도리
Domagk	도마크
Domenichino	도메니키노
domain	도메인
domain name system	도메인 네임 시스템
domain name	도메인네임
Dominatus	도미나투스
dominant	도미넌트
domino	도미노
Dominica	도미니카
Dominic	도미니크
Daumier	도미에
Domitianus	도미티아누스
Dover	도버
Dobermann	도베르만
Dobermann pinscher	도베르만핀셔
dobutamine	도부타민
Gabriel Auguste	가브리엘 오귀스트
Daubigny	도비니
DOS	도스
doeskin	도스킨
Dawson	도슨
dosimeter	도시미터
doorman	도어맨
door engine	도어엔진
door chain	도어체인
door check	도어체크
Doisy	도이지
Doyle	도일
dodge	도지
documentation	도큐멘테이션
docking	도킹
dot	도트
dot	도트
dot map	도트맵
dot printer	도트프린터
dot pitch	도트피치
DOPA	도파
dopamine	도파민
dope	도프
Dopsch	도프슈
dope check	도프체크
Doppler	도플러
Johann Christian	요한 크리스티안
Doppler radar	도플러레이더
doping	도핑
doping test	도핑테스트
dock	독
doxorubicin	독소루비신
doxology	독솔로지
doxycycline	독시사이클린
doctrine	독트린
Don Bosco	돈 보스코
Don Juan	돈 후안
Donbass	돈바스
Don Quixote	돈키호테
dhole	돌
dolomite	돌로마이트
dolostone	돌로스톤
dolman sleeve	돌먼슬리브
dolmen	돌멘
d'Holbach	돌바크
Dolby system	돌비시스템
Dalton	돌턴
Dalton plan	돌턴 플랜
dolphin	돌핀
dolphin kick	돌핀킥
dome	돔
dome skirt	돔스커트
domperidone	돔페리돈
dong	동
donkey pump	동키펌프
Alfred	알프레트
duralumin	두랄루민
Duroc Jersey	두록저지
Doumergue	두메르그
Dubai	두바이
Dubhe	두베
Douala	두알라
Duccio di Buoninsegna	두초 디부오닌세냐
Doolittle	둘리틀
dulcin	둘신
Domesday Book	둠즈데이북
Duguit	뒤귀
Dunant	뒤낭
Durkheim	뒤르켐
Dumas	뒤마
Dubois	뒤부아
Duvivier	뒤비비에
Julien	쥘리앵
Duchamp	뒤샹
Duhamel	뒤아멜
Duhem	뒤앙
Dukas	뒤카
Ducommun	뒤코묑
Duclos	뒤클로
Du Fay	뒤페
Dupleix	뒤플렉스
Dufy	뒤피
Dulong	뒬롱
dugong	듀공
DEW line	듀라인
Durant	듀랜트
William Crapo	윌리엄 크레이포
durum	듀럼
dewberry	듀베리
Du Bois	듀보이스
deuce	듀스
deuce again	듀스어게인
Dewar	듀어
James	제임스
dual mode	듀얼모드
dual mode system	듀얼모드시스템
dual system	듀얼시스템
duet	듀엣
duo	듀오
Dewey	듀이
duke	듀크
deuteron	듀테론
deuterium	듀테륨
duty	듀티
Degas	드가
de Gaulle	드골
Dnestr	드네스트르
Denis	드니
drama	드라마
dramatic	드라마틱
dracaena	드라세나
dry	드라이
dry dock	드라이독
Dryden	드라이든
John	존
dry rehearsal	드라이리허설
driver	드라이버
driver	드라이버
drive	드라이브
driving range	드라이빙레인지
dry out	드라이아웃
dry ice	드라이아이스
drier	드라이어
dry area	드라이에어리어
Dreiser	드라이저
dry gin	드라이진
dry cleaning	드라이클리닝
drypoint	드라이포인트
dry flower	드라이플라워
Drakon	드라콘
Dracula	드라큘라
drachma	드라크마
Drachmann	드라크만
drag	드래그
dragline	드래그라인
drag bunt	드래그번트
drag shovel	드래그셔블
drag chute	드래그슈트
drag hit	드래그히트
draft	드래프트
dram	드램
Derain	드랭
drug design	드러그디자인
drug delivery system	드러그딜리버리시스템
drummer	드러머
drum	드럼
drumlin	드럼린
drum machine	드럼머신
drum brake	드럼브레이크
dresser	드레서
dress	드레스
dress rehearsal	드레스리허설
dressmaker	드레스메이커
dressmaking	드레스메이킹
dress shirts	드레스셔츠
dress up	드레스업
dress form	드레스폼
dressy	드레시
dressing	드레싱
dressing gown	드레싱가운
Drake	드레이크
Francis	프랜시스
Draper	드레이퍼
drapery	드레이퍼리
drape	드레이프
draping	드레이핑
drain cock	드레인콕
dredger	드레저
Dreyfus	드레퓌스
drencher	드렌처
drawstring	드로스트링
drawers	드로어즈
Droysen	드로이젠
drawing	드로잉
dropper	드로퍼
drawn work	드론워크
drop	드롭
drop goal	드롭골
drop shot	드롭샷
drops	드롭스
dropout	드롭아웃
dropsonde	드롭존데
dropkick	드롭킥
dropped goal	드롭트골
dropped shoulder	드롭트숄더
drop hammer	드롭해머
dribble	드리블
Driesch	드리슈
Dryopithecus	드리오피테쿠스
Drieu La Rochelle	드리외라로셸
drift	드리프트
dripping	드리핑
drill	드릴
drill gauge	드릴게이지
drilling	드릴링
drilling machine	드릴링머신
dream	드림
drip	드립
drink	드링크
Drinkwater	드링크워터
John	존
De Morgan	드모르간
de Moivre	드무아브르
Debussy	드뷔시
De Candolle	드캉돌
De Quincey	드퀸시
Thomas	토머스
Delaroche	들라로슈
Hippolyte Paul	이폴리트 폴
Delacroix	들라크루아
Delaunay	들로네
Delibes	들리브
Diggers	디거스
degree day	디그리데이
D-glucuronolactone	디글루쿠로놀락톤
digitalis	디기탈리스
digitoxin	디기톡신
dinar	디나르
dinner dress	디너드레스
dinner show	디너쇼
dinner jacket	디너재킷
dinner party	디너파티
denomination	디노미네이션
dinosaur	디노사우르
D-Day	디데이
dedendum	디덴덤
Dido	디도
Diderot	디드로
DD	디디
didymium	디디뮴
DDVP	디디브이피
DDX	디디엑스
DDNP	디디엔피
DDT	디디티
Dirac	디랙
DRAM	디램
directory	디렉터리
direct response marketing	디렉트리스폰스마케팅
direct marketing	디렉트마케팅
direct mail	디렉트메일
direct kill	디렉트킬
direct touch	디렉트터치
direct push	디렉트푸시
directing	디렉팅
dirham	디르함
Dirichlet	디리클레
demand pull inflation	디맨드풀인플레이션
dimmer	디머
dimercaprol	디메르카프롤
dimetrodon	디메트로돈
dimethyl-glyoxime	디메틸글리옥심
dimethylnitrosamine	디메틸니트로사민
dimethylamino antipyrine	디메틸아미노안티피린
dimethylamine	디메틸아민
dimethyl ether	디메틸에테르
dimenhydrinate	디멘히드리네이트
dimorphotheca	디모르포테카
Des Moines	디모인
diminution	디미뉴션
Dimitrov	디미트로프
Divagations	디바가시옹
Debye	디바이
divider	디바이더
device	디바이스
debug	디버그
debugging	디버깅
Dibelius	디벨리우스
diborane	디보란
dibucaine	디부카인
DVD	디브이디
DBMS	디비엠에스
division	디비전
division line	디비전라인
DBP	디비피
descending ring	디센딩링
disinflation	디스인플레이션
discount	디스카운트
discovery	디스커버리
discus	디스커스
diskette	디스켓
disco	디스코
discography	디스코그래피
Diskobolos	디스코볼로스
discocyclina	디스코키클리나
discotheque	디스코텍
disk	디스크
disk drive	디스크드라이브
disk brake	디스크브레이크
disk operating system	디스크오퍼레이팅시스템
disk jockey	디스크자키
disk camera	디스크카메라
disk cartridge	디스크카트리지
disk clutch	디스크클러치
disk pack	디스크팩
disclosure	디스클로저
distance race	디스턴스레이스
distemper	디스템퍼
distoma	디스토마
dystopia	디스토피아
Destroyer	디스트로이어
dystrophy	디스트로피
distributer	디스트리뷰터
dispatcher	디스패처
disposer	디스포저
dysprosium	디스프로슘
display	디스플레이
displayer	디스플레이어
Displephone	디스플레폰
DC	디시
dish	디시
dithyramb	디시램브
DCS	디시에스
DIA	디아
Diana	디아나
diamine	디아민
diamylamine	디아밀아민
diabolo	디아볼로
diacetone alcohol	디아세톤알코올
diacetylmorphine	디아세틸모르핀
Diaz	디아스
Diaz de Gamara	디아스데가마라
Dias del Castillo	디아스델카스티요
DI	디아이
diazepam	디아제팜
diazomethane	디아조메탄
diazotype	디아조타이프
diazole	디아졸
Dearbon	디어본
DSCS	디에스시에스
DA	디에이
DAD	디에이디
DAC	디에이시
DH	디에이치
DHA	디에이치에이
diethyl ether	디에틸에테르
DF	디에프
Dien Bien Phu	디엔비엔푸
DNC	디엔시
DNA	디엔에이
DNA virus	디엔에이바이러스
dieldrin	디엘드린
DLF	디엘에프
DMA	디엠에이
DME	디엠이
DMZ	디엠지
DO	디오
DO	디오
DO	디오
Diogenes	디오게네스
Diogenes Laertios	디오게네스 라에르티오스
Dionysos	디오니소스
Dionysius Areopagita	디오니시우스 아레오파기타
Dionysius	디오니시우스
Dior	디오르
Christian	크리스티앙
Diomedes	디오메데스
diose	디오스
DOA	디오에이
DOHC	디오에이치시
Diocletianus	디오클레티아누스
Diophantos	디오판토스
DOP	디오피
dioxane	디옥산
deoxyribonuclease	디옥시리보뉴클레아제
deoxyribose	디옥시리보오스
diolefin	디올레핀
diopter	디옵터
Diu	디우
diuretic hormone	디우레틱호르몬
designer	디자이너
design	디자인
design promoter	디자인프로모터
